name_club,PCA_feature0,PCA_feature1,PCA_feature2,PCA_feature3,PCA_feature4,PCA_feature5
"A. Lacazette, Arsenal",-2.763980957440354,-4.693978095741963,3.077573346155646,0.37052687259794265,2.0496421984279234,0.8791494895605325
"M. de Ligt, Juventus",-1.5080803224191166,4.14774758187971,3.7043197675313317,-0.43279902784586566,2.549183445250621,1.9501080277787017
"G. Donnarumma, Milan",15.462502798565028,-1.3274651904848562,2.296278539579418,-1.2945882609464716,4.103941785966539,0.8810136247121523
"F. de Jong, FC Barcelona",-3.3906186687908213,0.9364750413468951,2.318456974261479,-3.1127626366714782,2.5756082205870814,0.26423744656881726
"R. Varane, Real Madrid",-1.5470982399084094,5.026169086323487,2.5448339661272774,-0.30704291521850285,3.402814189233656,0.9279930643624582
"N. Sule, FC Bayern München",-0.9861482513259981,6.154427529055937,4.058061169675014,-0.4699703779019921,2.3000526664129968,0.9053067088669045
"S. Milinkovic-Savic, Lazio",-3.2764682720697,0.2947202041918449,4.162663233062398,-0.8660459709093755,1.099632436502097,0.6107986680642014
"Rodri, Manchester City",-2.876188976477897,2.10956857183064,3.21419073161542,-2.176035686534314,1.2371629815384684,1.5933382633397744
"Saul, Atlético Madrid",-3.137573941831151,0.4184603295360078,3.0748857134641634,-1.419207427991486,1.3112180711281027,0.9135827076596126
"Fabinho, Liverpool",-3.1571001020174654,2.7392937387848852,3.6252139205837355,-1.7908869932489835,1.5544353908824837,-1.2568617928351695
"A. Robertson, Liverpool",-3.144092328503605,1.776297182649946,0.7436910371608454,-2.5513100405469435,3.166637732827549,-1.6924376826462544
"J. Gimenez, Atlético Madrid",-0.3957772911354392,6.444428067021175,2.9265704160441217,0.7330222712727281,3.294055253639677,0.8614550455552925
"C. Lenglet, FC Barcelona",-1.6955936617053924,4.732216247910505,2.300511263578031,-0.7370395966992139,3.2713190434246484,2.087903814037692
"Bruno Fernandes, Sporting CP",-3.4996612497560116,-2.2199430602185313,2.9879312852128317,-2.6428879547296296,0.8863158391694185,0.5632724440819884
"A. Lopes, Olympique Lyonnais",15.801261118762536,-1.4209634881826743,1.224050230833138,-1.0229445501737338,4.892268322527266,-0.8598626316081491
"P. Gulacsi, RB Leipzig",15.253201873245077,-0.5615196586250631,2.4461421756565747,-0.85050170963316,3.0302923337223233,-0.6488801710843406
"R. Burki, Borussia Dortmund",15.347441148475381,-1.0375279787264278,2.163758382778773,-0.9593048678362245,3.8654007056317488,-0.6711930168263803
"R. Lukaku, Inter",-2.3315414216788706,-3.7219568419240714,5.483648226232833,1.6279892754396401,1.3260870251084327,1.0162987110600863
"K. Manolas, Napoli",-0.5084127227347222,7.72406211883468,0.6832310978462096,0.4964256953104332,5.477935485050305,0.5433733332913518
"Neto, FC Barcelona",15.278080941391172,-1.2719259078341008,1.7020892625431991,-1.1201388777734647,4.186739475670292,-0.726890641910022
"D. Alaba, FC Bayern München",-3.497309919844952,0.4431651281655941,2.333306298898048,-1.7734685029464827,1.9545163661526908,0.6997853561638905
"M. Icardi, Inter",-2.323337434894791,-4.912330027161377,3.844643586415587,2.161490455682931,3.090891528848976,1.402788807131214
"Carvajal, Real Madrid",-2.74112060609,2.8946999858480496,0.5106663475954156,-2.1400368530807117,3.34835424654316,-0.35800688997744895
"H. Ziyech, Ajax",-3.7840991083611195,-3.774164347574903,2.3201379034170255,-3.8134682889577998,1.3569909270756504,-1.9585682337703108
"Z. Ibrahimovic, LA Galaxy",-2.847712154667171,-4.994768338148773,7.0742019143285395,0.7288047833522389,0.4088868993236581,0.7154787002786527
"A. Gomez, Atalanta",-3.130498951503118,-5.7892821958720955,0.9447189198032165,-2.7338771367931525,2.475007075846651,0.886570681633327
"G. Higuain, Juventus",-2.085846556009734,-5.506334122459197,4.771897304070918,1.0698962766828723,1.5216555836754726,0.808172893887234
"B. Matuidi, Juventus",-3.120506027599401,2.4512305547208606,2.11821922079189,-1.8509939084470735,2.301322213248676,-1.4214197622799432
"G. Bale, Real Madrid",-3.72291991479281,-2.970232090457225,3.337981565709474,-0.12581830348736894,1.9238699513050754,-0.6403429055394279
"Marcelo, Real Madrid",-3.9973146400041624,-0.43014949082534465,1.981376377791787,-1.8911537582749531,2.533827269415045,-0.0017774454043418097
"A. Witsel, Borussia Dortmund",-3.280732044304359,1.5126206801174895,3.644593706613317,-1.5583865312222933,0.9329133191906244,1.165422059056434
"Alex Sandro, Juventus",-3.2519126071151363,1.388686964312897,1.6032420548456912,-1.3663135564325493,2.773600100441354,-1.0747782304465068
"Iago Aspas, RC Celta",-2.9020457273916445,-5.448724731489319,3.075220431730142,-0.5639337158299798,1.6718281170785736,-0.3149930429325841
"Koke, Atlético Madrid",-3.381754608116276,-0.14740846991039896,2.9298479665382238,-3.019509572341027,0.7154795133423155,0.49480370286079395
"J. Rodriguez, Real Madrid",-3.75231677820926,-3.9007507627976237,4.717732375827101,-3.7464943220268108,-0.17518762456238346,-1.5953821629121963
"Allan, Napoli",-3.5271228987483894,2.2009847418589024,2.161579549188074,-2.400744947705194,1.942080124362681,-0.11805403778460531
"J. Sancho, Borussia Dortmund",-3.331746888612411,-5.666967481078927,1.1969716444002132,-2.7694023236393326,3.4340314470624294,1.639806784778676
"K. Havertz, Bayer 04 Leverkusen",-3.2304307364101206,-4.163036432206301,2.6590482311297996,-1.3349308227625774,2.4735352864310864,1.7321349290192454
"O. Dembele, FC Barcelona",-3.002584773311214,-6.02552160190701,1.100522575042283,-2.2531911984749375,2.4116590285522532,2.4156080296409743
"Kepa, Chelsea",14.891000332394013,-1.4974365839954566,3.1091759169065663,-2.7544653356522666,2.4272481372245083,2.1610539621151066
"Joao Cancelo, Manchester City",-3.5854277971468225,0.17379319934133672,0.8277462332147297,-2.712053687653905,3.1017739318006354,-0.6867904703367012
"D. Alli, Tottenham Hotspur",-3.4124033583764173,-0.4989766384743105,3.6182514450499315,-1.411062448637996,1.2365021113754326,-0.40324408258420946
"L. Hernandez, FC Bayern München",-2.176708010649091,3.64997728078057,1.1599599059918329,-0.4451132393550735,3.549380859547302,-0.03688551362290386
"Arthur, FC Barcelona",-3.5475932879613143,-0.18359148642108733,2.5669189240266985,-3.1910871907230773,1.6340093560158622,0.0722215123091461
"M. Depay, Olympique Lyonnais",-3.2400097422644056,-5.742437227811837,2.9342193857640644,-0.5004971902230575,2.5754060274878623,-0.9903997115321377
"L. Goretzka, FC Bayern München",-3.507109657195586,-0.27963627242811057,2.572650243932571,-1.6151302712534024,1.5609634363471094,0.5548441030173437
"J. Brandt, Borussia Dortmund",-3.155061682527622,-4.584151993700401,2.6594549882445695,-1.8705635342777853,2.112750087133478,1.388992635960879
"K. Coman, FC Bayern München",-3.2513268313513115,-6.598955522941212,1.7883522164579952,-1.5056536428236718,3.4825770197554915,-0.0735309902329809
"S. Gnabry, FC Bayern München",-2.9967405335455233,-4.828598003017285,1.4702508532307828,-1.3246642970873705,2.5257147273293827,0.7904435914990219
"N. Fekir, Real Betis",-3.080048682430429,-5.3680598447392525,2.9513086122129204,-1.2323576818263802,1.7600732628427378,-0.6954659942847109
"B. Leno, Arsenal",15.430211801458496,-1.0931688254198741,1.9643179629084306,-1.5382535121801277,3.7830866531895637,0.6771990536730097
"Luis Alberto, Lazio",-3.4740546624959636,-3.8222402295265545,2.678904238395673,-3.633460360185221,0.5972423405487013,0.09277336395676637
"Alex Telles, FC Porto",-3.6180007729298156,0.7166335606540926,1.821870291897194,-2.0013283348264577,1.9475566277637004,-2.2276344757149884
"J. Pavlenka, SV Werder Bremen",14.624236883878604,-1.122071267142585,2.6402396887024473,-1.1872683270149678,1.6980275674495156,1.1464944559770656
"S. de Vrij, Inter",-1.1770944116013484,5.292686336990531,2.372286258181779,-1.0720771708213637,2.619343161278146,2.2551061098080516
"Felipe Anderson, West Ham United",-3.6192634810666537,-3.7634169511605844,0.9825765363936825,-3.552821708858416,1.4706090399492797,0.7586320095296357
"Pepe, FC Porto",-1.1886661359836492,5.412542949016038,2.7183927156512815,0.4337026782987267,2.699219628426542,0.4634787039206444
"Joao Moutinho, Wolverhampton Wanderers",-3.067127476170489,-0.6498912365017077,2.936025270948544,-3.1037360680330894,-0.06063471516095542,0.7857882962562398
"S. Ruffier, AS Saint-Étienne",15.295343979090777,-1.2031896158270408,2.1196673170840996,-1.046584689555209,3.322634872074496,0.5582691162773041
"S. Sirigu, Torino",15.170320301183116,-1.3189339296596383,1.6524645519061916,-1.424570100837761,3.535961639793379,-0.696155632523939
"M. Hamsik, Dalian YiFang FC",-3.409718982801347,-1.4015110788849219,3.3068899620898144,-2.3566080656476798,0.8009869525155829,1.842542482838613
"Sokratis, Arsenal",-1.0038128607421153,5.334094579697299,2.504373706154878,0.8293210271429143,3.3021904003217393,-0.7442849571035676
"Lucas Leiva, Lazio",-2.844461716756328,2.202150085185754,2.6807776333876525,-2.473361760103382,1.5031777025055029,0.08079680170871767
"M. Ozil, Arsenal",-3.531894813186367,-6.387063212124114,3.500386211829255,-3.4546684665344807,1.4959972850523648,-1.3333508381756587
"Javi Martinez, FC Bayern München",-2.0155094679868837,4.924908764035778,5.219693268301767,-0.9731001400379901,1.340337397065982,0.45862721303753945
"Y. Sommer, Borussia Mönchengladbach",15.42196956013474,-1.6023396619374364,1.6784265052075944,-1.3506735026239178,3.325390752672028,1.7817946616024212
"E. Dzeko, Roma",-2.575249635274899,-3.252885126540968,5.868703350872251,0.8092483359784394,0.3460496050821647,2.593645572936185
"G. Wijnaldum, Liverpool",-3.3334333192615406,0.21297451515795168,2.0715623942629873,-1.630453522493413,1.6226420406318618,-0.612154494212582
"I. Perisic, FC Bayern München",-3.369594842718113,-2.0219666419483437,2.48766921261416,-0.2573146370756182,1.5226665255619054,2.1204509463873267
"M. Mandzukic, Juventus",-2.6165213221883246,-0.2499572952885167,4.361373481056737,1.5375415371341221,1.4933695328045218,-0.6156588067467275
"A. Vidal, FC Barcelona",-3.181457543331688,1.4261216753364756,3.4655661370592443,-0.9970735093372081,0.5723043400360747,0.3584161667717877
"J. Boateng, FC Bayern München",-1.9066158284151036,4.104179520493208,3.8198875506570933,-0.9938453665153402,1.8835208471519722,1.4049839821832901
"Azpilicueta, Chelsea",-2.937538027443038,3.0104848521859893,2.21352924197521,-2.3521680213857907,2.3618497282542537,-0.20200987096399736
"Jose Callejon, Napoli",-3.023857999386992,-4.243320520694802,1.0288245320055036,-0.9255335678824749,2.4942144474714834,-0.36834459826909105
"I. Gundogan, Manchester City",-3.4240701225131085,-0.9337156170103159,3.1553354343545297,-3.2904310924756754,0.49801954622807476,0.4988359710680895
"Paulinho, Guangzhou Evergrande Taobao FC",-3.2590407922833826,0.757143643866909,3.1819454058296963,-0.3801449941505328,1.1238579221230571,-0.7585350582101733
"K. Walker, Manchester City",-2.9903878532255517,1.8531197038009013,1.3038153950957232,-1.0409104042994246,2.622557331567943,-2.136398796689244
"Canales, Real Betis",-3.4894294163837785,-3.7095572385866085,2.6113455846077387,-3.3254791899481346,0.40612830348859275,-0.6232892244729248
"Douglas Costa, Juventus",-3.3967861259509844,-5.161682951502245,0.8493051612653966,-2.2705275540481678,2.4465821736779696,-0.6137693965649987
"Pizzi, SL Benfica",-3.545362062599699,-2.41010287342712,2.2129070244943274,-3.0801453847134224,1.1934327821689095,0.46430511367369126
"D. Tadic, Ajax",-3.493037466958492,-4.663033329156231,3.7866377071879227,-1.6236800292941775,1.1005552877590967,-0.21645175480188167
"J. Ilicic, Atalanta",-3.5388362884349642,-4.843023831630783,4.45727618476625,-2.334935647782287,-0.28171188564000904,1.0441986376966834
"R. Mahrez, Manchester City",-3.3464805763686765,-5.635341041739434,1.5944604281290136,-2.553907140044736,1.7737390764964356,1.2507036558175608
"E. Visca, Medipol Başakşehir FK",-3.2332547847187647,-4.496097526063341,0.8356603296818034,-1.919211478396213,2.517235882055984,0.6879081230541163
"Felipe, Atlético Madrid",-0.9237489098842456,6.155222370116349,2.5045222510296,0.6248884263067632,2.892252047481934,0.7847518774951399
"Fabian, Napoli",-3.6058179489516813,-0.40608718056656884,3.4710412350019344,-3.208527425440512,0.20506459055155432,1.4526308809593698
"A. Romagnoli, Milan",-0.944360673792514,6.010868833669778,2.340487845351536,-0.473412289649072,3.0024788354898373,1.1150580302369462
"G. Lo Celso, Tottenham Hotspur",-3.5137872362223943,-1.7936295520625725,2.334751208444727,-2.659733810066552,1.4768265496673902,-0.6230029872463184
"T. Alexander-Arnold, Liverpool",-3.213132395367736,0.6360262421874397,1.3171936225917062,-3.102179002428589,2.047643564421304,0.686943499312027
"L. Jovic, Real Madrid",-2.294811413788586,-5.272329816037297,3.5101631735777072,1.2399401014109943,2.2702927947278213,2.802822725264503
"A. Milik, Napoli",-2.440809808497137,-3.9052079623470703,4.451334081133431,0.8155488971049697,0.9996213325281617,-0.0048861949369050535
"A. Martial, Manchester United",-3.4490313034385744,-4.896459497899638,2.578064026920723,0.14306030659003593,2.961568424234723,-0.17845505021027316
"Anderson Talisca, Guangzhou Evergrande Taobao FC",-3.609661712258888,-3.5631065812838716,3.1917072408791354,-1.5625925185198883,1.026114855663369,0.4277827189808171
"J. Tah, Bayer 04 Leverkusen",-0.7403788211484309,6.217092056474312,2.5655556894185607,-0.2404413617382168,3.308302583950831,2.3869202910160316
"C. Tolisso, FC Bayern München",-3.2864115921970574,0.38683762425438273,3.069061501927938,-1.3659877130015852,1.4081945755757828,-0.7144900382860822
"Pau Lopez, Roma",14.995711396436402,-1.8116182562292666,1.8537353284738067,-2.2473574771910747,2.9301533028217244,0.6233906881518309
"Goncalo Guedes, Valencia CF",-2.889546665571085,-5.086432847314393,2.1071782874654916,-0.8002504981203815,2.4970328602196057,0.7795866336735776
"N. Pepe, Arsenal",-3.1887795759810156,-6.43315818867796,2.0168008612230857,-0.7280886081122508,3.2846267182726443,-0.6909360404000229
"M. Akanji, Borussia Dortmund",-1.7502977744669819,4.464879897022837,2.0071012118724068,-0.8949561763023034,3.3851953039839175,0.7871342760734233
"M. Rashford, Manchester United",-2.9106572537754687,-4.03913427364457,2.067535251302611,0.2612014770857318,2.3939761574564855,-0.5173845455638438
"J. Stones, Manchester City",-1.896298886121026,4.505802996141637,1.7406501880025014,-1.3005303740987761,3.1546075252594354,1.6015382526726274
"A. Rabiot, Juventus",-3.334238868898996,0.43996550717309907,3.063131030009457,-1.533550916872143,1.5052807580289547,-0.7149722397136126
"Grimaldo, SL Benfica",-3.5959929368671752,0.2655959974822345,0.7695613615588327,-3.1845438318789236,2.632703349217561,-2.210593150722025
"T. Werner, RB Leipzig",-2.715334375538441,-5.197355157547915,1.8597032281757482,1.0717043664791261,3.101171684318503,1.036954434738922
"T. Lemar, Atlético Madrid",-3.8095636506598187,-2.478624247743957,1.6613259666451337,-2.8638253846137958,1.971391260828987,-1.552287384897472
"D. Sanchez, Tottenham Hotspur",-1.3039623773324578,5.38295068011373,1.9853339592963244,0.09975661568035808,2.977440562622275,0.9745433117399995
"Marco Asensio, Real Madrid",-3.3130903141598287,-4.7154989593514145,2.1966463505096323,-2.285629805956445,1.5286817066174807,-0.5333399742131512
"L. Digne, Everton",-3.233063188414172,0.8909152147585938,1.7990336540567549,-1.7213716441089786,2.296031642121395,-1.1127837687180888
"J. Draxler, Paris Saint-Germain",-3.289832310168174,-3.286418562634426,2.783646484449014,-2.0861514734889486,1.194025731166905,2.5230748208022953
"J. Pickford, Everton",15.27368855379073,-1.8656464591709925,2.9138475054880675,-2.003560173077571,3.17107513762092,1.6810959181887266
"Y. Carrasco, Dalian YiFang FC",-2.937060699235936,-5.44135870268903,1.5369913752187763,-1.1167887562763075,2.424875194612176,0.7482431244575998
"Borja Iglesias, Real Betis",-2.1045536702180283,-3.9152308465809376,4.410208907513006,2.3173966329855564,1.8173516027344276,-0.21852657717688223
"K. Casteels, VfL Wolfsburg",14.842082798236047,-1.0821274692343132,2.0535692972315993,-1.3514852844075924,2.7286435420514987,-0.7262858854443801
"W. Zaha, Crystal Palace",-3.050131817818941,-5.668659491641621,1.6129910977518087,-0.4524618051419065,3.0939072591558348,-0.6323629768738188
"Paco Alcacer, Borussia Dortmund",-2.9196045513733186,-5.912661667691472,3.3855623910041923,0.07331984092086886,2.1767669003584964,1.1362662966910124
"Morata, Atlético Madrid",-2.0619592176926944,-4.665202588909843,3.183800278664039,2.0901556773000927,1.955220834911192,1.1534428919445125
"S. Haller, West Ham United",-2.4251346284071564,-2.1164558957204345,4.374837675538386,2.4942652642171046,2.0938768951733433,-1.7442647670079354
"William Carvalho, Real Betis",-2.5358544186041154,3.065306784945291,5.338252639603966,-2.013645641670723,-0.2640213177766372,1.217421295055261
"F. Bernardeschi, Juventus",-3.611136902248013,-3.0415084513038138,1.8601333319927278,-2.88358909922072,1.2367548740499692,-0.651858679529798
"D. Djene, Getafe CF",-1.1086110916335041,5.247528670439421,1.217496055211287,-0.6274068626503926,2.9846885424894283,1.9652854726749271
"Oscar, Shanghai SIPG FC",-3.3649532983928183,-3.720724182695916,1.432421975541828,-3.777060638154394,1.4396279189339865,-0.4033968651098495
"K. Trapp, Eintracht Frankfurt",15.42845948374643,-1.108513862608968,2.256479316908266,-0.28496967588953703,3.2384219538845973,1.8283546968124196
"Bartra, Real Betis",-2.5703130096827707,2.4157670639988575,2.06385649655212,-1.2149964900155419,2.4595552749714695,-0.3834933472261559
"Pablo Sarabia, Paris Saint-Germain",-3.578595635302713,-3.551516661943479,1.7520292329139902,-3.701808548238609,0.00012752412000183714,0.9327645975394341
"J. Cillessen, Valencia CF",15.162941585625477,-1.5044361283299916,1.993038175071197,-1.6781819670737013,3.318780968918613,0.5957041659963825
